L_ListingID,L_Address,L_City,beds,baths,price,remarks
1119922218,3745 Vista Pointe,Bonita,5.0,6.0,2149000,"BOM!!!   Reduced price to sell this month!!! Motivated Seller!  Spectacular, One of a kind Executive Home!  Step into a world of luxury, stunning mansion offering a dramatic entrance that immediately captivates.  The grand, elegant, vaulted ceilings create a sense of admiration, setting the tone for the rest of the home.  Situated on a coveted 27,878 sq. ft.  corner lot, boasts top-of-the-line upgrades, ensuring the highest standard of living.  No HOA, No Mello-Ros. Beautiful travertine flooring on First floor, while the second floor features a perfect blend of highest quality of hardwood flooring that adds to the home's rich ambiance.  Five generously sized bedrooms, + one extra room downstairs, come with its own bath, 3 car garage.  Residence provides comfort, privacy, and elegance.  Motivated Seller, reduced selling price."
1119116185,12443 Bannock Drive,Apple Valley,4.0,3.0,585000,"California Comfort Meets Desert Luxury Step into timeless elegance with this stunning single-story home, perfectly placed on a spacious half-acre lot. Built in 2006 and spanning nearly 3,000 sq. ft., this residence offers 4 generously sized bedrooms and 2.5 baths—ideal for both relaxed living and stylish entertaining.



Curb Appeal & Convenience From the serene atrium-style entrance to the meticulous landscaping, this home is designed to impress. Enjoy dedicated RV parking, a roomy 3-car garage with direct access, and plenty of space for your toys and outdoor adventures. Sheds are included for plenty of storage.

Thoughtfully Designed Living Spaces: Wide hallways and oversized bathrooms create an open, luxurious feel. The expansive laundry room offers abundant storage, and the warm, inviting living room features a fireplace that sets the tone for cozy nights in.



Entertainment-Ready Kitchen Cook, gather, and create memories in the spacious kitchen built for hosting. The open layout blends functionality with warmth—perfect for any occasion.



Move-In Ready Perfection Lovingly cared for and in exceptional condition, this home offers immediate comfort and lasting value. Whether you're upsizing, investing, or settling into your forever home—this property is ready for you.



Schedule your private tour today and discover the lifestyle you've been searching for!"
1151886654,35734 Donny Circle,Palm Desert,2.0,2.0,547000,"Fantastic location in Sun City Palm Desert, THE premier 55+ community in Southern California. This is the highly sought after Tangier model with an extended guest bedroom that opens with French doors to the front courtyard. Recently refreshed, this move-in ready home features large living spaces with high ceilings and plenty of indirect natural light. Bedrooms on opposite sides of the home afford privacy when entertaining guests. The living room has a gas fireplace and built-in cabinetry. The primary retreat has plenty of space and the en-suite bath has a walk-in closet and easy access shower. The beautiful backyard has multiple patios and lush landscaping. Close to two lakes with walking trails and mountain views. Don't miss this opportunity!"
1150031100,81802 Via Barranca,La Quinta,3.0,4.0,669957,"NEW CONSTRUCTION - SINGLE-FAMILY HOMES – Welcome to The Enclave at Capistrano, a gated community showcasing spacious single-level floor plans designed for elevated indoor/outdoor living in beautiful La Quinta. This Residence 2,348 home features 3 bedrooms, 3.5 baths and wows from the minute you enter the large entry that flows into a gracious Great Room and California Room. As you proceed through to the grand kitchen you will be amazed at the appointments, such as beautiful counter tops, stainless-steel appliances and large kitchen island, an ample dining nook and Butler's Pantry, which leads to a gorgeous Dining Room space for more formal gatherings. The spacious Primary Suite contains a stunning bathroom complete with dual sink vanity, large, walk-in shower and walk-in closet. This home also offers one additional bedroom and the other is a Junior Suite, complete with en-suite bathroom and walk-in closet. The large backyard space sets the stage for an amazing oasis and endless days of outdoor entertaining! There are more amazing features such as ""Americas Smart Home Technology"" for home automation at your fingertips, LED recessed lighting and much more."
1150835113,1048 Sunset Crossing Point,San Diego,5.0,3.0,949000,"A rare opportunity to own in coveted Ocean View Hills, this home is located near the end of a serene, tree-lined cul-de-sac, and a block away from the future site of a community park. The interior of the home features stately, high ceilings throughout, including soaring vertical space above the entryway and living room. Offering newer flooring in nearly every room and smart, modern updates in the kitchen (newer appliances, countertops, accent walls, deep basin farm sink) and bathrooms (newer vanities, bath/shower tiling), this home can accommodate cozy evenings and vibrant gatherings of friends and family. Four bedrooms, including a sprawling primary suite, can be found upstairs, while the sizable fifth bedroom is located on the ground floor. The fenced and private outdoor space includes a side yard large enough to park an RV, and a back patio that soaks in lovely late afternoon sunlight. Sellers recently epoxied the floor of the two-car garage, adapting that considerable space to many new uses and functions. Other recent improvements include newer (2024) HVAC condenser unit, newer (2024) water heater, and smart thermostat. For how quiet this home and neighborhood are, a visitor might never realize that proximity to the 805, 905, and Palm Avenue make navigating in to, out of, and around South Bay so easy and convenient. Check out this hidden gem with a low monthly HOA fee and owned solar panels!"
1151204533,779 Coral Tree,Upland,6.0,7.0,1990000,"Welcome to one of the few truly custom estates in The Signature Collection, North Upland’s premier development. Designed by acclaimed Orange County builder Doyle Barker of the Jeffrey Group, this exclusive enclave of luxury homes represents the pinnacle of his work—and this particular residence was the original model, setting the standard for all that followed. From the moment you enter through the gated entry way, you are welcome by a flower garden, and step through the impressive double doors, you're greeted by soaring 20-foot ceilings and a dramatic sense of nearly six thousand square feet of interior space. Gleaming marble floors flow through much of the lower level, enhancing the grandeur of the expansive foyer, which opens seamlessly to both the formal living and dining rooms. A standout feature of this estate is the remarkable library—complete with a rolling ladder that accesses the upper shelves, ideal for displaying books or cherished collectibles. This inspiring space also functions beautifully as a home office, perfect for Zoom meetings and remote work. For the culinary enthusiast, the gourmet kitchen is a dream come true. Outfitted with gas cooktops, dual ovens, and multiple dishwashers, it offers versatility and convenience for any level of chef. A cozy breakfast nook completes the space, ideal for casual dining. The luxurious primary suite is a private retreat, featuring a romantic fireplace, built-in wet bar, and a spa-like bath with a soaking tub for two. A dedicated sauna and fitness area offer the perfect setup for your personal wellness routine—all within the comfort of your own home. Step outside to a beautifully landscaped backyard oasis, complete with a sparkling pool and spa, lots fruit trees around the property, perfect for entertaining and unwinding in total privacy. Centrally located between the 10 and 210 freeways, this home offers convenient access to top-rated schools, shopping, and all essential amenities. This is more than just a home—it’s a vacation resort style of living, and an opportunity not to be missed."
1136781568,1741 S Bentley Avenue 1,Los Angeles,3.0,3.0,1199999,"Updated Price! Great deal!!! Perfect time to make your move.

Charming Mediterranean Townhome in the Heart of West L.A. Welcome to this beautifully updated 3 bedroom, 2.5-bath townhome offering a bright open floor plan and timeless Mediterranean style. Recently painted, this home features high ceilings with recessed lighting, crown molding, and rich hardwood floors throughout. The inviting living room boasts a cozy gas fireplace and opens to a private patio, perfect for relaxing or entertaining. The chef’s kitchen is equipped with a Viking range and oven, built-in microwave, and newer LG refrigerator and dishwasher (less than 2 years old). A powder room and a separate laundry area with LG washer and dryer complete the main level. Upstairs, the spacious primary suite is a true retreat with dual walk-in closets, a fireplace, and two private balconies. The spa like primary bath offers dual granite vanities, a soaking tub, separate shower, and private toilet area with bidet. Two additional bedrooms share a full hallway bath. Additional highlights include two-car tandem parking in a secured garage and location within the sought-after Westwood Charter School District. Centrally located near Century City, Sawtelle neighborhood also known as little Osaka,  UCLA, Westwood Village, dining, shopping, and more."
1149855319,3443 East Moonstone Drive,Ontario,3.0,3.0,776990,"DETACHED HOME with rear yard and driveway, builder concessions available. Upgraded Peri Residence 1 by Risewell Homes features a spacious Great Room/Kitchen/Dining area, complemented by a versatile Den/Flex space + Powder Bath near entry. Once upstairs find a central, spacious Loft, leading to the Primary Suite wing opposite secondary Beds/Bath and a walk-in Laundry. Proximity to community greenspace, pool and park. Interior finishes and upgrades include additional electrical options, a sleek Samsung appliance package, LVP and tile flooring, washer/dryer/fridge for a truly turnkey home.  



Visit our Peri + Rubi communities, a new home enclave located off Haven yet close to I-15 and 60 corridors, New Haven Marketplace, The Station at Eastvale, and a variety of other shopping/dining/entertainment options throughout Ontario/Eastvale. MOVE IN READY."
1088223897,2921 Kenwood Avenue,Los Angeles,6.0,2.0,1199999,"Attention investors or families looking for a Real Estate opportunity! 2921 Kenwood Ave is ready to be purchased. This single family home is located minutes from USC (property is in the DPS Patrol Zone). Great for a big family or investor looking for a rental. Property can possibly be converted into a Student Housing Development area (buyer to verify). This is a probate sale that will not require court confirmation. Property can be sold together with 2917/2919 Kenwood Ave, Los Angeles, CA 90007."
1120244225,30 S 22nd Street 6,San Jose,2.0,3.0,799000,"Welcome to a charming home in the vibrant city of San Jose, offering 1,400 square feet of comfortable living space. This residence features two bedrooms and two full bathrooms with an additional half bathroom conveniently located on the ground floor. The kitchen is designed for the avid chef, equipped with modern amenities including a quartz countertop, gas oven range, refrigerator, dishwasher, exhaust fan, and hood over range. The home boasts laminate flooring throughout and a cozy living room with a fireplace, perfect for relaxing evenings. Additional highlights include central air conditioning and central forced air heating, ensuring year-round comfort. Security is prioritized with a security gate, and the walk-in closet adds a touch of luxury. The property includes an inside laundry area for convenience. Situated in the San Jose Unified School District, this home also offers a two-car garage with an electric vehicle hookup (Level 2, 240 volts). Energy efficiency is enhanced with ceiling and wall insulation."
1150836238,623 N Chandler,Monterey Park,2.0,1.0,895000,"Exceptional Mixed-Use Development Opportunity in the Heart of Monterey Park

Located just behind the vibrant Times Square of Monterey Park, 623 N Chandler Blvd, Monterey Park offers a truly rare and highly sought-after property with mixed-use zoning, a type of opportunity that is increasingly difficult to find in today’s market.

The property presents multiple potential development pathways, providing exceptional flexibility for investors, developers, and owner-users. Possible configurations may include:

Development of up to three (3) residential units with full residential use.

A commercial and residential mixed-use project, allowing for diversified income potential.

Whether envisioned as a residential development or a mixed-use asset, this property stands out for its strong rental income potential and long-term value. Its prime location, consistent demand, and versatile zoning make it well-positioned for attractive rental returns.

Surrounded by shops, dining, offices, and everyday conveniences, the site enjoys excellent walkability, strong foot traffic, and a highly central location, appealing to residential tenants, business operators, and mixed-use investors alike.

Opportunities of this nature—combining premium location, zoning flexibility, and income potential—are exceptionally rare in Monterey Park.

An outstanding choice for developers, investors, or owner-users seeking to capitalize on a one-of-a-kind property in a thriving urban core.

For owner-users, the property also offers an appealing live-and-income potential. An owner may choose to occupy one unit while exploring the possibility of developing an additional unit to generate stable rental income, creating a balanced opportunity for personal use and long-term cash flow."
1150132769,2010 Brentwood Pl.,Claremont,4.0,3.0,1135900,"Beautiful corner lot house on its private street, just for you and 2 other homes. Home greats you with an open floor plan to enjoy the family & friends gatherings. Granite kitchen counter tops with with a water-fall granite in the kitchen, extended kitchen counters giving you more storage use,  and a walk-in pantry. This home offers 4 bedrooms and 2.5 bathrooms. Wood-like floors through out, nicely flowing into the stairs and the second floor hallway. Iron stair well complement and give an elegant touch. Laundry room conveniently located in the second floor for ease access. All rooms are located upstairs."
1151277882,13833 Chestnut Street,Victorville,5.0,4.0,530000,"This MAJOR ATTRACTION and Home that was built for generational living boasts 5 bedrooms 4 baths with over 3,000 square Feet of living space. With a creative eye, this can become your palace.  An unfinished swimming pool along with a 2-unit ADU provides extra income, may not have permits. Buyer and buyer's agent to perform their own inspections as well as due diligence on permits and other findings."
1150186583,11 Yankee Point Drive,Carmel,4.0,2.0,2950000,"Don't miss this rare opportunity to own a large, updated home on an expansive usable lot in the highly sought-after Yankee Point neighborhood. Designed with unique architectural features, this spacious home offers incredible flexibility, including two versatile lofts perfect for additional bedrooms, office space, or bonus rooms. Enjoy breathtaking ocean views from multiple vantage points, all while surrounded by the peaceful beauty of the coast. Recent improvements include a brand-new roof and all-new siding, enhancing both durability and curb appeal. With its generous layout, updated finishes, private beach access, and prime location, this property is ideal for those seeking space, style, and stunning scenery."
1144526839,31739 Panorama Drive,Running Springs,3.0,2.0,369900,"Seller to credit buyer $20,000 toward closing costs. Welcome to your mountain retreat! This charming RECENTLY UPDATED, LEVEL ENTRY, three-bedroom, two bath home is nestled in the heart of the California mountains, perfectly positioned for year-round enjoyment. On the main level is a bright open living room with wood burning fireplace, which boasts an open-concept design that seamlessly connects the kitchen, dining, and living areas.  There is also a BEDROOM, BATH and LAUNDRY ON MAIN LEVEL.  On the upper level you will find two more bedrooms and a bath. This property offers level off street parking for three vehicles (Owner has had as many as five vehicles parked in space) as well as a private deck where you can enjoy city lights and outdoor entertainment. A new roof was installed in 2020.  Step outside and you’re just minutes from scenic hiking trails, tranquil mountain lakes ideal for kayaking and fishing, and ski resorts for winter fun. Whether you prefer peaceful summer walks or winter adventures on the slopes, this location puts outdoor activities right at your doorstep!!

Conveniently located just 20 minutes down the hill to the 210 freeway."
1109013969,"1 Girne, Esentepe District, Northern Cyprus 4c",,2.0,3.0,650000,"Luxury Coastal Villa in Esentepe: A Paradise Retreat for U.S. Buyers Seeking International Property. Discover the epitome of luxury living in Esentepe, a breathtaking coastal region opposite the renowned Korineum Golf Course. This exceptional villa offers an unparalleled blend of natural beauty, modern comfort, and a highly developed infrastructure perfect for those seeking an island escape with all the conveniences of contemporary living.Wake up to panoramic sea and mountain views from your private garden and swimming pool, just steps away from a pristine natural beach (2-minute walk). Indulge in the vibrant local scene with charming cafes, fine dining restaurants, lively bars, and boutique shops all within close reach. For wellness enthusiasts, a state-of-the-art spa, wellness center, and gym are just a short 5-minute stroll away.Designed with elegance and functionality in mind, this stylish modern villa features a built-in kitchen and wardrobes, premium-quality materials, and high-end finishes. For those desiring a fully curated living experience, an optional design package includes everything needed for a seamless transition down to the finest details such as luxurious linens and towels.Scheduled for key handover in July 2025, this is your opportunity to own a dream home in one of the Mediterranean's most sought-after destinations. Experience the best of international property ownership with this exquisite retreat in Esentepe."
1146939173,30301 Longview Lane E,Coarsegold,3.0,2.0,479000,"Beautifully updated 3-bedroom, 2-bathroom home on 2.6 acres with stunning VIEWS!

Step inside to discover vaulted ceilings, abundant natural light, and a spacious open floor plan. The updated kitchen features a custom bar, sleek QUARTZ COUNTERS, and a large pantry for ample storage, flowing seamlessly into the dining area—where you can enjoy distant mountain VIEWS from your table. A cozy wood stove adds warmth and charm to the living space.

The spacious primary bedroom includes built-in wardrobe cabinetry and leads to a spa-inspired bathroom featuring a large walk-in shower, double vanity with quartz counters, and a walk-in closet. Two additional bedrooms and an updated guest bath provide comfort and convenience for family or visitors.

Thoughtfully maintained with modern updates—including a NEWER ROOF—this home offers both beauty and long-term peace of mind.

The property features an automatic gate and is FULLY FENCED across the entire 2.6 acres, offering both privacy and security. Outside, unwind on the generous back patio ideal for entertaining, or relax beneath the covered pergola at the front of the home, complete with a tranquil WATER FEATURE. Additional features include a fenced area perfect for animals, a workshop space, fruit trees, and a seasonal creek & POND that add a truly bucolic touch to the landscape.

Move-in ready, beautifully finished, and perfectly situated on usable acreage—this home has it all!"
1150294379,2772 Tice Creek Dr 4,Walnut Creek,2.0,2.0,595000,"Elegantly and extensively renovated and expanded Sonoma floorplan. Located at the end of Entry 2, this ground floor unit is flooded with natural light. Upon entering you are greeted by a foyer and well appointed full guest bath with modern finishings. The great room features open concept living, large windows, a spacious deck and an added electric fireplace, to be enjoyed on those cozy evenings at home. The deck has been partially enclosed to add additional square footage to the interior living space, creating a versatile multi-purpose nook that can be used as an office or hobby room. The chef's kitchen has been opened up to allow direct sight lines into the great room from the large kitchen island. Stunning white oak cabinetry stainless steel appliances and full backsplash will please the most discerning buyers. Extended cabinetry into the dining nook provides additional storage and prep space and has been completed with a beverage center to store your favorite drinks. This home has been expanded to include two full bathrooms, with high end finishings. Both bedrooms are spacious and bright and have been finished with a floor to ceiling closet organizing system. Rossmoor amenities are world class and reserved for 55+ residents."
1112160368,1030 N Lovekin #27,Blythe,2.0,2.0,125000,"Welcome to The Townhouse Community, a highly sought after development located in a desirable area, and in close proximity to schools and all the local necessities.  This 2 bedroom, 1.5 bathroom home boasts over 1,700 sq ft of living space.  It’s one of the few units with an enclosed patio converted into a large den, providing plenty of room to spread out and tons of storage space.  The downstairs floor consists of living room, kitchen, dining area, laundry/utility room, den and guest bathroom.  Upstairs you’ll find two large bedrooms, each with walk-in closets, a jack-and-jill bathroom, linen cabinet and storage closet.  Out front is a beautifully landscaped lawn, and a community pool and spa to enjoy with friends or loved ones.  And out back there is room to park two vehicles under your covered carport.  Whether you’re a first-time buyer, investor, or empty nester looking to downsize, this home is affordable, very low maintenance, and meets all the criteria.  Call today to schedule a private showing, it won’t last long!"
