L_ListingID,L_Address,L_City,beds,baths,price,remarks,remarks_after_cleaning
1150826673,16385 Kamana Court,Apple Valley,4.0,3.0,639900,"***Elegant Apple Valley Estate on Kamana Court***Nestled at the end of a quiet cul-de-sac in one of Apple Valley’s most sought-after neighborhoods, this stunning property welcomes you with a porte-cochere, circular driveway, and mature landscaping that frame its impressive curb appeal***The expansive brick exterior and large lot offer timeless character and privacy, while beautiful wood flooring flows through an open-concept living area filled with natural light***The spacious family and living rooms feature tall ceilings, decorative soffits, and a brick fireplace with custom built-in shelving — perfect for cozy evenings or elegant entertaining***The gourmet kitchen boasts granite countertops, stainless-steel appliances, double ovens, and a wine fridge, with an adjacent breakfast nook and formal dining area**The floor plan provides comfort and functionality, with a luxurious primary suite featuring a spa-like bath, separate tub and shower, and a generous walk-in closet**The HUGE laundry room includes abundant cabinetry, counter space, and a convenient bathroom**The backyard has a covered patio, fenced yard and mountain views — the perfect space for gatherings or quiet relaxation**With ample parking, elegant details throughout, and pride of ownership, this home delivers the perfect blend of sophistication, comfort, and location***offering spectacular views of city lights and the High Desert***","*elegant apple valley estate on kamana court*nestled at the end of a quiet cul-de-sac in one of apple valley's most sought-after neighborhoods, this stunning property welcomes you with a porte-cochere, circular driveway, and mature landscaping that frame its impressive curb appeal*the expansive brick exterior and large lot offer timeless character and privacy, while beautiful wood flooring flows through an open-concept living area filled with natural light*the spacious family and living rooms feature tall ceilings, decorative soffits, and a brick fireplace with custom built-in shelving — perfect for cozy evenings or elegant entertaining*the gourmet kitchen boasts granite countertops, stainless-steel appliances, double ovens, and a wine fridge, with an adjacent breakfast nook and formal dining area*the floor plan provides comfort and functionality, with a luxurious primary suite featuring a spa-like bath, separate tub and shower, and a generous walk-in closet*the huge laundry room includes abundant cabinetry, counter space, and a convenient bathroom*the backyard has a covered patio, fenced yard and mountain views — the perfect space for gatherings or quiet relaxation*with ample parking, elegant details throughout, and pride of ownership, this home delivers the perfect blend of sophistication, comfort, and location*offering spectacular views of city lights and the high desert*"
1149817489,52805 Idyllmont Road,Idyllwild,3.0,2.0,635000,"Discover a versatile mountain home offering comfort, flexibility, and income potential. This charming two-story residence features 3 bedrooms and 2 bathrooms with a welcoming living room, an additional room just off the living area ideal for an office or den, and a dining room highlighted by a dramatic windowed ceiling that fills the space with natural light. A bonus indoor-outdoor patio provides the perfect garden room or creative retreat, while a separate covered patio with hot tub hookups invites year-round relaxation. Enjoy outdoor living with a dedicated dog run and an additional patio ideal for entertaining under the mountain sky. The property also includes a detached two-car garage with a permitted one-bedroom rental. Currently rented for $1,250 per month, offering excellent rental income or guest accommodations. Conveniently located near Idyllwild Arts Academy, this property blends mountain lifestyle, functionality, and opportunity in one exceptional setting. Towering trees, fresh mountain air, and a functional layout make this an ideal full-time residence, weekend escape, or investment property with long-term appeal. Ideal for multigenerational living or creative use.","discover a versatile mountain home offering comfort, flexibility, and income potential. this charming two-story residence features 3 bedrooms and 2 bathrooms with a welcoming living room, an additional room just off the living area ideal for an office or den, and a dining room highlighted by a dramatic windowed ceiling that fills the space with natural light. a bonus indoor-outdoor patio provides the perfect garden room or creative retreat, while a separate covered patio with hot tub hookups invites year-round relaxation. enjoy outdoor living with a dedicated dog run and an additional patio ideal for entertaining under the mountain sky. the property also includes a detached two-car garage with a permitted one-bedroom rental. currently rented for $1,250 per month, offering excellent rental income or guest accommodations. conveniently located near idyllwild arts academy, this property blends mountain lifestyle, functionality, and opportunity in one exceptional setting. towering trees, fresh mountain air, and a functional layout make this an ideal full-time residence, weekend escape, or investment property with long-term appeal. ideal for multigenerational living or creative use."
1129527876,1303 Besra Terrace 2,Sunnyvale,3.0,2.0,1524000,"Lot 36, Plan 4 is a 3BR, 2BA new construction home at Vida in Sunnyvale. This well-appointed corner home spans ~1,501 square feet with thoughtful fixtures and finishes. Offering abundant light, the main living area and all bedrooms are located on the third floor of the home. The main living area features luxury vinyl plank flooring and a spacious private deck off the dining area for entertaining. The kitchen is outfitted in Bosch stainless steel appliances, quartz countertops, and a large island perfect for casual dining or entertaining. The primary bedroom offers an ensuite bathroom with dual sink vanity and walk-in closet. An additional, two spacious bedrooms are on the same floor. This home offers energy-efficient solar panels, smart home features, and a two-car tandem garage.  Vida is a new collection of 50 two- and three-bedroom energy-efficient townhomes. Open floor plan designs range from approximately 1,378 to 2,037 square feet. Vida's central location is within less than a mile of shopping and dining, as well as Fremont High School and the Sunnyvale Community Center Park. Please note that the images are artist renderings representative of the community and do not reflect the actual home for sale.","lot 36, plan 4 is a 3br, 2ba new construction home at vida in sunnyvale. this well-appointed corner home spans ~1501 square feet with thoughtful fixtures and finishes. offering abundant light, the main living area and all bedrooms are located on the third floor of the home. the main living area features luxury vinyl plank flooring and a spacious private deck off the dining area for entertaining. the kitchen is outfitted in bosch stainless steel appliances, quartz countertops, and a large island perfect for casual dining or entertaining. the primary bedroom offers an ensuite bathroom with dual sink vanity and walk-in closet. an additional, two spacious bedrooms are on the same floor. this home offers energy-efficient solar panels, smart home features, and a two-car tandem garage. vida is a new collection of 50 two- and three-bedroom energy-efficient townhomes. open floor plan designs range from approximately 1,378 to 2037 square feet. vida's central location is within less than a mile of shopping and dining, as well as fremont high school and the sunnyvale community center park. please note that the images are artist renderings representative of the community and do not reflect the actual home for sale."
1148994788,44259 23rd Street W,Lancaster,3.0,3.0,508000,"Welcome to this 3 bedrooms and 3 bathrooms plus a bonus room 2 story Pool/Spa home!

Features upon entry and staircase are an open formal living room and dining room with high vaulted ceilings. One full bedroom and bathroom downstairs. Upstairs provides 2 bedrooms with shared bathroom. The primary bedroom has a walk-in closet, bathroom with dual sink and a door to the balcony that overlook the pool and backyard. There are private stairs from the balcony that lead to the pool area.

The main level has a fantastic family room with a fireplace and a sliding door that leads directly to the covered patio. sparkling pool, spa, and barbecue area. Gorgeous Granite counter top kitchen with recessed lights and an adjacent breakfast area. Kitchen appliance are included. This well-equipped kitchen has all necessary tools and cabinets.

Additional features are new exterior paint, washer and dryer room. RV parking and corner lot. This home is conveniently close to shopping centers, schools, freeways, and restaurants.

The WELCOMING open floor plan seamlessly the living, dining, and kitchen areas on the main floor","welcome to this 3 bedrooms and 3 bathrooms plus a bonus room 2 story pool/spa home! features upon entry and staircase are an open formal living room and dining room with high vaulted ceilings. one full bedroom and bathroom downstairs. upstairs provides 2 bedrooms with shared bathroom. the primary bedroom has a walk-in closet, bathroom with dual sink and a door to the balcony that overlook the pool and backyard. there are private stairs from the balcony that lead to the pool area. the main level has a fantastic family room with a fireplace and a sliding door that leads directly to the covered patio. sparkling pool, spa, and barbecue area. gorgeous granite counter top kitchen with recessed lights and an adjacent breakfast area. kitchen appliance are included. this well-equipped kitchen has all necessary tools and cabinets. additional features are new exterior paint, washer and dryer room. rv parking and corner lot. this home is conveniently close to shopping centers, schools, freeways, and restaurants. the welcoming open floor plan seamlessly the living, dining, and kitchen areas on the main floor"
1146526719,27037 Hidden Creek Court,Menifee,3.0,3.0,599900,"PRICE REDUCTION - BRING ALL OFFERS! Exciting and rare opportunity to start your first or next chapter in the highly sought-after Heritage Lake community of Menifee. This property has literally NEVER been lived in, so you'll be moving into what amounts to a brand new home - it even smells new! Two stories and nearly 2200 sq ft of living space for your family to enjoy. Prime lot location situated on a cul-de-sac for extra privacy. No neighbors on the north side but instead you'll have your own personal entrance to the open park space with its trails and tranquility - all within steps of your front door! The home truly shows like a model. First floor features a den/office that can easily be converted into a bedroom, a half bath with upgraded flooring and fixtures, and a gourmet kitchen with oversized island, granite countertops, recessed lighting, and upgraded cabinets. Kitchen and adjacent dining area open up to the oversized great room/family room which makes for ideal entertaining. All flooring and carpet in the home are upgraded. Second floor boasts three spacious bedrooms, a loft/game room, two full baths, and an upgraded laundry room fully equipped with a sink and plenty of cabinet space. Master retreat provides a serene private space with its view of the backyard. The spa-like bath has an oversized tub and separate shower. Backyard is ready for your own personal touches, and has more than ample space for a pool, patio, bbq area, or even an ADU. So many options for activities are just steps away - parks, trails, and all the amenities of the Heritage Lake Association with its world-class clubhouse and lake facilities. This is truly a gem that you do not want to miss!","price reduction - bring all offers! exciting and rare opportunity to start your first or next chapter in the highly sought-after heritage lake community of menifee. this property has literally never been lived in, so you'll be moving into what amounts to a brand new home - it even smells new! two stories and nearly 2200 sq ft of living space for your family to enjoy. prime lot location situated on a cul-de-sac for extra privacy. no neighbors on the north side but instead you'll have your own personal entrance to the open park space with its trails and tranquility - all within steps of your front door! the home truly shows like a model. first floor features a den/office that can easily be converted into a bedroom, a half bath with upgraded flooring and fixtures, and a gourmet kitchen with oversized island, granite countertops, recessed lighting, and upgraded cabinets. kitchen and adjacent dining area open up to the oversized great room/family room which makes for ideal entertaining. all flooring and carpet in the home are upgraded. second floor boasts three spacious bedrooms, a loft/game room, two full baths, and an upgraded laundry room fully equipped with a sink and plenty of cabinet space. master retreat provides a serene private space with its view of the backyard. the spa-like bath has an oversized tub and separate shower. backyard is ready for your own personal touches, and has more than ample space for a pool, patio, bbq area, or even an adu. so many options for activities are just steps away - parks, trails, and all the amenities of the heritage lake association with its world-class clubhouse and lake facilities. this is truly a gem that you do not want to miss!"
1151655957,760 Gadall,Irvine,3.0,3.0,1560856,"Luna Park's newest community, Parallel, offering contemporary consumer inspired floor plans, private outdoor space, and designer finishes. Located walking distance from Luna Pool and Park. Tri Level detached home.

-Contemporary pencil shaker cabinetry
-Upgraded flooring throughout
-Designer fixtures and hardware
-Quartz countertops
-Spacious 10' ceiling height
-Solar with battery storage","luna park's newest community, parallel, offering contemporary consumer inspired floor plans, private outdoor space, and designer finishes. located walking distance from luna pool and park. tri level detached home. -contemporary pencil shaker cabinetry -upgraded flooring throughout -designer fixtures and hardware -quartz countertops -spacious 10' ceiling height -solar with battery storage"
1145142998,13870 Rodeo Drive,Victorville,2.0,2.0,310000,"Welcome to this beautifully maintained 2-bedroom, 2-bath manufactured home nestled in the center of Victorville — close to shopping, dining, and all city conveniences! This home sits on its own land, offering both comfort and independence without park fees. Step inside and be greeted by bright natural lighting, beautiful tile and laminate floors, and tastefully finished walls that create a warm and inviting atmosphere. The spacious living and dining areas flow perfectly for entertaining or relaxing, while the well-designed kitchen offers plenty of cabinet space and functionality. Enjoy the convenience of a dedicated laundry room and two full bathrooms that are clean, and well cared for. Outside, you’ll find beautiful landscaping that enhances the home’s curb appeal, a carport for covered parking, and two storage sheds—perfect for tools, hobbies, or extra storage. The backyard is private, well-kept, and ideal for outdoor gatherings or simply relaxing in your own peaceful retreat. Surrounded by lush fruit trees in the back and 2 large pepper trees in the front for shade. Connected to public sewer and located on a quiet street, this home offers a wonderful blend of city living and suburban comfort. Don’t miss the opportunity to own this lovely, move-in-ready home in one of Victorville’s most convenient locations!","welcome to this beautifully maintained 2-bedroom, 2-bath manufactured home nestled in the center of victorville — close to shopping, dining, and all city conveniences! this home sits on its own land, offering both comfort and independence without park fees. step inside and be greeted by bright natural lighting, beautiful tile and laminate floors, and tastefully finished walls that create a warm and inviting atmosphere. the spacious living and dining areas flow perfectly for entertaining or relaxing, while the well-designed kitchen offers plenty of cabinet space and functionality. enjoy the convenience of a dedicated laundry room and two full bathrooms that are clean, and well cared for. outside, you'll find beautiful landscaping that enhances the home's curb appeal, a carport for covered parking, and two storage sheds—perfect for tools, hobbies, or extra storage. the backyard is private, well-kept, and ideal for outdoor gatherings or simply relaxing in your own peaceful retreat. surrounded by lush fruit trees in the back and 2 large pepper trees in the front for shade. connected to public sewer and located on a quiet street, this home offers a wonderful blend of city living and suburban comfort. don't miss the opportunity to own this lovely, move-in-ready home in one of victorville's most convenient locations!"
1151882789,1432 Santa Rosa St,Oceanside,3.0,2.0,1125000,"Just a mile to Oceanside Harbor and beach! One of the most sought after neighborhoods in Oceanside. This stunning 3bed 2 bath home has been taken down to the studs and reimagined. Every inch of the home has been redone including all new electrical and plumbing. Designer touches throughout with attention to detail. Open concept kitchen with quartz counters and beautiful waterfall island with tons of storage. Large pull out drawers, pot filler, spice cabinet, custom range hood, with all new appliances is a must see. Off the expansive family room you’ll experience panoramic doors leading to the 300sq/ft California room with vaulted ceilings. The ultimate place to entertain! Primary bedroom has a huge custom bathroom, walk in closet and fireplace with another set of stunning panoramic doors leading to the backyard. Exterior of the home boasts new Vinyl windows, putting green, and paid off solar. This home has everything you’re looking for and more.","just a mile to oceanside harbor and beach! one of the most sought after neighborhoods in oceanside. this stunning 3bed 2 bath home has been taken down to the studs and reimagined. every inch of the home has been redone including all new electrical and plumbing. designer touches throughout with attention to detail. open concept kitchen with quartz counters and beautiful waterfall island with tons of storage. large pull out drawers, pot filler, spice cabinet, custom range hood, with all new appliances is a must see. off the expansive family room you'll experience panoramic doors leading to the 300sq/ft california room with vaulted ceilings. the ultimate place to entertain! primary bedroom has a huge custom bathroom, walk in closet and fireplace with another set of stunning panoramic doors leading to the backyard. exterior of the home boasts new vinyl windows, putting green, and paid off solar. this home has everything you're looking for and more."
1151303266,44 Tierra Montanosa,Rancho Santa Margarita,3.0,3.0,919000,"** Sellers are highly motivated ** This upgraded Rancho Santa Margarita home features a downstairs in-law suite with a full bath, along with "" 3 bedrooms and 3 full bathrooms "" in a quiet, tree-lined community with Saddleback Mountain views. The open layout offers high ceilings, abundant natural light, and luxury vinyl plank flooring throughout, with updated lighting and a refreshed fireplace.

The remodeled kitchen includes updated cabinetry, new countertops and backsplash, upgraded fixtures, and quality appliances. Upstairs are two en-suite bedrooms, including a spacious primary suite with a custom walk-in closet, dual vanity, smart mirrors, barn door detail, and a rain shower.

Recent improvements include newer HVAC and water heater, whole-house water filtration with reverse osmosis, paid smart security system, EV charger, garage upgrades, and fresh interior paint. The HOA has recently replaced the roof and sealed the skylight.

Enjoy a private patio, resort-style amenities nearby, a two-car garage, guest parking, top-rated schools, and no Mello-Roos.","* sellers are highly motivated * this upgraded rancho santa margarita home features a downstairs in-law suite with a full bath, along with "" 3 bedrooms and 3 full bathrooms "" in a quiet, tree-lined community with saddleback mountain views. the open layout offers high ceilings, abundant natural light, and luxury vinyl plank flooring throughout, with updated lighting and a refreshed fireplace. the remodeled kitchen includes updated cabinetry, new countertops and backsplash, upgraded fixtures, and quality appliances. upstairs are two en-suite bedrooms, including a spacious primary suite with a custom walk-in closet, dual vanity, smart mirrors, barn door detail, and a rain shower. recent improvements include newer hvac and water heater, whole-house water filtration with reverse osmosis, paid smart security system, ev charger, garage upgrades, and fresh interior paint. the hoa has recently replaced the roof and sealed the skylight. enjoy a private patio, resort-style amenities nearby, a two-car garage, guest parking, top-rated schools, and no mello-roos."
1147062224,6129 La Flecha,Rancho Santa Fe,3.0,4.0,2995000,"SELLER WANTS SOLD!!! Make us and Offer!!!Luxurious Living in the Heart of Rancho Santa Fe Covenant  Discover the epitome of elegance in this exquisite 3BR/3.5BA condo with a detached office/playroom, nestled in the highly coveted Rancho Santa Fe Covenant. Spanning over 3,314 square feet, this beautifully updated end-unit home exudes sophistication with high ceilings, expansive windows, rich wood floors, and refined finishes throughout.  The thoughtfully designed layout features dual primary baths, creating a retreat of unparalleled comfort and privacy. Spacious living areas seamlessly flow into inviting outdoor spaces, perfect for entertaining or quiet relaxation. The property also includes a private 2-car garage for your convenience.  Located in the heart of the vibrant village, this home offers effortless access to renowned restaurants, boutique shops, and all the charm of Rancho Santa Fe. Experience a harmonious blend of luxury and comfort in this exceptional property.  Welcome home to a life of sophistication and ease!","seller wants sold! make us and offer!luxurious living in the heart of rancho santa fe covenant discover the epitome of elegance in this exquisite 3br/3.5ba condo with a detached office/playroom, nestled in the highly coveted rancho santa fe covenant. spanning over 3314 square feet, this beautifully updated end-unit home exudes sophistication with high ceilings, expansive windows, rich wood floors, and refined finishes throughout. the thoughtfully designed layout features dual primary baths, creating a retreat of unparalleled comfort and privacy. spacious living areas seamlessly flow into inviting outdoor spaces, perfect for entertaining or quiet relaxation. the property also includes a private 2-car garage for your convenience. located in the heart of the vibrant village, this home offers effortless access to renowned restaurants, boutique shops, and all the charm of rancho santa fe. experience a harmonious blend of luxury and comfort in this exceptional property. welcome home to a life of sophistication and ease!"
1151547753,3345 Virginia Avenue,Santa Monica,3.0,2.0,1775000,"Tucked away in a private, hedge-lined setting in Santa Monica, this tasteful California ranch offers an uncommon sense of outdoor space and everyday livability, set on an approx. 5,505 sq ft enclosed lot. The property feels self-contained and buffered while remaining centrally located. The main residence spans approx. 1,250 sq ft with three bedrooms and two bathrooms, featuring a clean, single-level layout with hardwood floors, abundant natural light, and subtle character details including stained glass windows. The kitchen has been updated with Thermador appliances, and the home has been thoughtfully maintained with recent updates that support long-term ownership, including a newer roof, improved drainage, and a Tesla EV charger. Outdoor space is a true standout, with multiple areas for entertaining or everyday living, enhanced by landscape lighting and mature fruit trees including avocado, mandarin, Eureka lemon, and white grapefruit. The setting lends itself naturally to slow mornings, relaxed evenings, and easy indoor outdoor flow. A finished, detached converted garage adds valuable flexibility, ideal for a home office, studio, gym, or guest house. Convenient access to the 10 Freeway, and close to major Westside employers such as Snap Inc. and Riot Games, as well as neighborhood dining and shopping throughout Santa Monica. A strong Santa Monica offering prioritizing privacy, usability, and long-term ownership value.","tucked away in a private, hedge-lined setting in santa monica, this tasteful california ranch offers an uncommon sense of outdoor space and everyday livability, set on an approx. 5,505 sq ft enclosed lot. the property feels self-contained and buffered while remaining centrally located. the main residence spans approx. 1,250 sq ft with three bedrooms and two bathrooms, featuring a clean, single-level layout with hardwood floors, abundant natural light, and subtle character details including stained glass windows. the kitchen has been updated with thermador appliances, and the home has been thoughtfully maintained with recent updates that support long-term ownership, including a newer roof, improved drainage, and a tesla ev charger. outdoor space is a true standout, with multiple areas for entertaining or everyday living, enhanced by landscape lighting and mature fruit trees including avocado, mandarin, eureka lemon, and white grapefruit. the setting lends itself naturally to slow mornings, relaxed evenings, and easy indoor outdoor flow. a finished, detached converted garage adds valuable flexibility, ideal for a home office, studio, gym, or guest house. convenient access to the 10 freeway, and close to major westside employers such as snap inc. and riot games, as well as neighborhood dining and shopping throughout santa monica. a strong santa monica offering prioritizing privacy, usability, and long-term ownership value."
1145850018,3071 Scholarship,Irvine,2.0,2.0,1288000,"Experience luxury high-rise living at its finest in this beautifully appointed 7th-floor residence located in the coveted 3000 The Plaza — one of the most prestigious and impeccably managed communities in Orange County. Renowned for its exceptional on-site management team and a dedicated, professional Board of Directors, this premier address offers the perfect blend of sophistication, security, and lifestyle convenience.

The home features an open-concept living area with floor-to-ceiling windows, bathing the interior in natural light and showcasing stunning city and sunset views. The gourmet kitchen is outfitted with Viking appliances, rich cabinetry, granite countertops, and a center island ideal for entertaining. The primary suite includes a spa-inspired bath, walk-in closet, and balcony access, creating a true retreat.

Enjoy five-star amenities including a rooftop pool and spa, fitness center, clubroom, outdoor fireplace lounge, and 24-hour concierge service. Residents also benefit from secured parking, controlled building access, and proximity to John Wayne Airport, premier shopping, dining, and the coast.

This is a rare opportunity to own within one of Irvine’s most sought-after communities—where every detail reflects luxury, pride of ownership, and meticulous management.  Photos are shown as virtually staged.","experience luxury high-rise living at its finest in this beautifully appointed 7th-floor residence located in the coveted 3000 the plaza — one of the most prestigious and impeccably managed communities in orange county. renowned for its exceptional on-site management team and a dedicated, professional board of directors, this premier address offers the perfect blend of sophistication, security, and lifestyle convenience. the home features an open-concept living area with floor-to-ceiling windows, bathing the interior in natural light and showcasing stunning city and sunset views. the gourmet kitchen is outfitted with viking appliances, rich cabinetry, granite countertops, and a center island ideal for entertaining. the primary suite includes a spa-inspired bath, walk-in closet, and balcony access, creating a true retreat. enjoy five-star amenities including a rooftop pool and spa, fitness center, clubroom, outdoor fireplace lounge, and 24-hour concierge service. residents also benefit from secured parking, controlled building access, and proximity to john wayne airport, premier shopping, dining, and the coast. this is a rare opportunity to own within one of irvine's most sought-after communities—where every detail reflects luxury, pride of ownership, and meticulous management. photos are shown as virtually staged."
1151419762,6598 Bradford Court,Rancho Cucamonga,4.0,3.0,899000,"Welcome to this beautiful, well-maintained single-family home located in the desirable Central Park neighborhood of Rancho Cucamonga. This spacious residence offers 4 bedrooms and 3 bathrooms, including one bedroom and full bathroom conveniently located on the main level, ideal for guests or multigenerational living. The inviting foyer opens to an airy interior with vaulted ceilings and abundant natural light throughout the open living spaces. Formal living and dining rooms provide an elegant setting for gatherings, while the open kitchen features ample cabinetry, granite countertops, and easy access to the cozy family room with a gas fireplace—perfect for everyday living and entertaining. Upstairs, the generous primary suite offers a private retreat with an en-suite bath, and additional bedrooms provide flexibility for family, guests, or a home office. Additional highlights include laminate and tile flooring, recessed lighting, and a three-car attached garage. Situated on a quiet cul-de-sac with minimal neighbors and no HOA, this home offers privacy while remaining conveniently close to parks, schools, shopping, and freeway access.","welcome to this beautiful, well-maintained single-family home located in the desirable central park neighborhood of rancho cucamonga. this spacious residence offers 4 bedrooms and 3 bathrooms, including one bedroom and full bathroom conveniently located on the main level, ideal for guests or multigenerational living. the inviting foyer opens to an airy interior with vaulted ceilings and abundant natural light throughout the open living spaces. formal living and dining rooms provide an elegant setting for gatherings, while the open kitchen features ample cabinetry, granite countertops, and easy access to the cozy family room with a gas fireplace—perfect for everyday living and entertaining. upstairs, the generous primary suite offers a private retreat with an en-suite bath, and additional bedrooms provide flexibility for family, guests, or a home office. additional highlights include laminate and tile flooring, recessed lighting, and a three-car attached garage. situated on a quiet cul-de-sac with minimal neighbors and no hoa, this home offers privacy while remaining conveniently close to parks, schools, shopping, and freeway access."
1136290576,11958 Gaines Court,Adelanto,3.0,2.0,440000,"PRICE DROP !!!!  WELCOME TO THIS STUNNING NEWER BUILD IN ADELANTO. THE HOME HAS 3 BEDROOMS + AN ADDITIONAL ROOM FOR A 4TH BEDROOM/PLAYROOM OR OFFICE. THE BACKYARD HAS NEW TURF AND LOTS OF ADDED CONCRETE PERFECT FOR HOSTING OR RELAXING. THE NEIGHBORHOOD IS A QUIET FAMILY FRIENDLY AREA AND CLOSE TO THE 395 FOR COMMUTERS. 

THE OPEN FLOOR PLAN FLOWS BETWEEN THE LIVING ROOM, DINING AREA AND KITCHEN. IT INCLUDES GORGEOUS WHITE CABINETS, GRANITE COUNTERTOPS AND IS IDEAL FOR LARGE GATHERINGS. THERE IS ALSO A SEPARATE ISLAND FOR SETTING UP FOR FORMAL DINNERS OR EXTRA SEATING.

THE HOME IS LIGHT AND BRIGHT WITH NATURAL LIGHTING AND HAS STUNNING WOOD LOOK FLOORING. THE FRONT BEDROOM IS SET AWAY FROM THE REST OF THE HOME PERFECT FOR GUESTS. THE PRIMARY BEDROOM IS SPACIOUS AND OPENS TO THE PRIMARY BATHROOM WITH SEPARATE SOAKING TUB, WALK IN SHOWER AND WALK IN CLOSET.

THE HOME HAS PAID SOLAR AS WELL TO HELP WITH KEEPING UTILITY COSTS DOWN. THE STREET ENDS SO NO DRIVE THROUGH TRAFFIC TO ADD TO THE COMFORT OF THE QUIET AREA. DON'T MISS OUT ON THIS ONE!","price drop ! welcome to this stunning newer build in adelanto. the home has 3 bedrooms + an additional room for a 4th bedroom/playroom or office. the backyard has new turf and lots of added concrete perfect for hosting or relaxing. the neighborhood is a quiet family friendly area and close to the 395 for commuters. the open floor plan flows between the living room, dining area and kitchen. it includes gorgeous white cabinets, granite countertops and is ideal for large gatherings. there is also a separate island for setting up for formal dinners or extra seating. the home is light and bright with natural lighting and has stunning wood look flooring. the front bedroom is set away from the rest of the home perfect for guests. the primary bedroom is spacious and opens to the primary bathroom with separate soaking tub, walk in shower and walk in closet. the home has paid solar as well to help with keeping utility costs down. the street ends so no drive through traffic to add to the comfort of the quiet area. don't miss out on this one!"
1147283207,2221 Ocean Avenue 101,Santa Monica,1.0,1.0,1499999,"Direct Ocean Views, Santa Monica - Prime Condo Under $1.5M -Rare opportunity to own a gorgeous fully remodeled beachfront residence on Santa Monica's iconic Ocean Avenue. This light-filled home features a flowing entertainer's layout, brand-new double-pane windows and sliding doors, and beautiful hardwood flooring throughout. Enjoy unobstructed Pacific Ocean views from the living and dining areas and a spacious balcony with teak flooring, perfect for indoor-outdoor living. The modern chef's kitchen is equipped with top-of-the-line stainless steel appliances, custom marble tops, custom cabinetry with built-ins, a wine refrigerator, and breakfast bar, teak flooring in the balcony which faces West to the ocean. The  expanded bedroom includes custom closet organizers and a luxurious spa-inspired bathroom. Additional highlights include two tandem parking spaces in the gated garage with remote-access entry. Steps from Shutters, Casa del Mar, Regent - 5-Star Hotels, Santa Monica Pier, Main Street dining, and oceanfront paths, this home is ideal as a primary residence, pied--terre, or lock-and-leave beach retreat. Unmatched value for direct coastal living with beautiful sunsets to enjoy!","direct ocean views, santa monica - prime condo under $1500000 -rare opportunity to own a gorgeous fully remodeled beachfront residence on santa monica's iconic ocean avenue. this light-filled home features a flowing entertainer's layout, brand-new double-pane windows and sliding doors, and beautiful hardwood flooring throughout. enjoy unobstructed pacific ocean views from the living and dining areas and a spacious balcony with teak flooring, perfect for indoor-outdoor living. the modern chef's kitchen is equipped with top-of-the-line stainless steel appliances, custom marble tops, custom cabinetry with built-ins, a wine refrigerator, and breakfast bar, teak flooring in the balcony which faces west to the ocean. the expanded bedroom includes custom closet organizers and a luxurious spa-inspired bathroom. additional highlights include two tandem parking spaces in the gated garage with remote-access entry. steps from shutters, casa del mar, regent - 5-star hotels, santa monica pier, main street dining, and oceanfront paths, this home is ideal as a primary residence, pied-terre, or lock-and-leave beach retreat. unmatched value for direct coastal living with beautiful sunsets to enjoy!"
1139732548,1040 E Washington Ave 33,Escondido,1.0,1.0,299000,"WHY RENT WHEN YOU CAN OWN? Spacious 1 bedroom / 1 bath condo in Escondido Village with pool, spa, elevator, and guest parking. Great opportunity for first-time homebuyers or investors. Ready to move-in, desirable third-floor corner unit overlooks the greenbelt and pool area and features an open-concept layout, fireplace, kitchen with plenty of cabinets, fresh paint, new carpeting, and abundant natural light throughout. Additional highlights include in-unit laundry (stackable washer and dryer), assigned parking space and access to the community pool and spa. WATER, SEWER AND TRASH IS INCLUDED with the HOA fees! Centrally located in the heart of Escondido, this property is just minutes from shopping, schools, and major freeways. Nestled in the gated community of Escondido Village, it offers open green spaces, a community pool, ample guest parking, a convenient elevator, and more. This opportunity won’t last—schedule your appointment to see it today!","why rent when you can own? spacious 1 bedroom / 1 bath condo in escondido village with pool, spa, elevator, and guest parking. great opportunity for first-time homebuyers or investors. ready to move-in, desirable third-floor corner unit overlooks the greenbelt and pool area and features an open-concept layout, fireplace, kitchen with plenty of cabinets, fresh paint, new carpeting, and abundant natural light throughout. additional highlights include in-unit laundry (stackable washer and dryer), assigned parking space and access to the community pool and spa. water, sewer and trash is included with the hoa fees! centrally located in the heart of escondido, this property is just minutes from shopping, schools, and major freeways. nestled in the gated community of escondido village, it offers open green spaces, a community pool, ample guest parking, a convenient elevator, and more. this opportunity won't last—schedule your appointment to see it today!"
